"Timestamp","Tweets","Status"
"2019-10-17 04:41:22","b""\xef\xbb\xbfSpeaker Pelosi is still blocking the USMCA, a major trade deal that would create 176,000 new American jobs. Senate Democrats have filibustered defense funding and blocked a pay raise for our troops.\n\nDemocrats' impeachment obsession is blocking urgent work for American families.""","RT"
"2019-10-17 04:39:26","b'\xef\xbb\xbfI am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless Wars, and be scorned. Democrats always liked that position, until I took it. Democrats always liked Walls, until I built them. Do you see what\xe2\x80\x99s happening here?'","Tweet"
"2019-10-17 04:29:31","b'\xef\xbb\xbf\xe2\x80\x9cAbout 500,000 human beings were killed in Syria while Barack Obama was president &amp; leading for a \xe2\x80\x9cpolitical settlement\xe2\x80\x9d to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter.\xe2\x80\x9d BuckSexton'","Tweet"
"2019-10-17 04:14:08","b'\xef\xbb\xbfCongress never voted to send troops to Syria, but in five minutes we will be voting on a resolution that disapproves of Trump removing them. We should have never gone to Syria.  We should leave Syria.  I\xe2\x80\x99m voting no on this resolution.'","RT"
"2019-10-17 04:12:20","b""\xef\xbb\xbfPeople all across the country should be alarmed.\n\nPelosi and Schiff are trying to impeach @realDonaldTrump behind closed doors. They're excluding the public, the press, and even Members of Congress from this process.\n\nWhat are they trying to hide? https://t.co/dCp2yaecj1""","RT"
"2019-10-17 02:26:47","b'\xef\xbb\xbfhttps://t.co/ZtCSrCqJcN'","Tweet"
"2019-10-17 01:14:36","b'\xef\xbb\xbfHope all House Republicans, and honest House Democrats, will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating (making up) a totally phony conversation with the Ukraine President and U.S. President, me. Most have never seen such a thing!'","Tweet"
"2019-10-17 01:11:05","b'\xef\xbb\xbfYears of BAD GOVERNMENT, such a sorry thing to see! https://t.co/H1r2Be2YS6'","Tweet"
"2019-10-17 00:58:22","b'\xef\xbb\xbf\xe2\x80\x9cWhat has happened here with the Anthony Wiener laptop, the Server, all of the Emails between Huma Abedin and Hillary Clinton, the deleted Clinton Emails - what is going on?\xe2\x80\x9d @LouDobbs  Joe D &amp; Victoria T!'","Tweet"
"2019-10-17 00:44:39","b'\xef\xbb\xbfTHANK YOU you Dallas, Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi'","Tweet"
"2019-10-17 00:12:38","b'\xef\xbb\xbf\xe2\x80\x9cThis President is the most patriotic President I\xe2\x80\x99ve seen in many years. He is going to do what is good for Americans.\xe2\x80\x9d  Congressman Brian Babin, Texas. Thank you Brian!'","Tweet"
"2019-10-17 00:00:40","b'\xef\xbb\xbfNancy Pelosi needs help fast! There is either something wrong with her \xe2\x80\x9cupstairs,\xe2\x80\x9d or she just plain doesn\xe2\x80\x99t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her, she is a very sick person!'","Tweet"
"2019-10-16 23:35:47","b'\xef\xbb\xbf95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp; a Governors runoff in Louisiana, which Republicans should now win! Because of Impeachment Fraud, we will easily take back the House, add in the Senate, &amp; again win Pres!'","RT"
"2019-10-16 22:42:40","b'\xef\xbb\xbfThe Do Nothing Democrats, Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv'","Tweet"
"2019-10-16 22:29:35","b""\xef\xbb\xbfNervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7""","Tweet"
"2019-10-16 22:21:51","b'\xef\xbb\xbfDo you think they like me? https://t.co/TDmUnJ8HtF'","Tweet"
"2019-10-16 22:21:24","b'\xef\xbb\xbf.@realDonaldTrump was measured &amp; decisive today. @SpeakerPelosi walking out was baffling but not surprising w NO intention of participating in a mtg on nat\xe2\x80\x99l security. Dem \xe2\x80\x9cleadership\xe2\x80\x9d chose to storm out &amp; whine to cameras, everyone else stayed to work on behalf of our country.'","RT"
"2019-10-16 22:19:13","b'\xef\xbb\xbfI\xe2\x80\x99m fighting for the American people, but the Democrats\xe2\x80\x99 sole focus is fighting against ME with their fraudulent Witch Hunt. Go to https://t.co/Dt42WogFxM and tell Democrats in Congress that Enough is Enough!'","Tweet"
"2019-10-16 21:17:07","b'\xef\xbb\xbfFAKE NEWS! https://t.co/ta8ii8yetP'","Tweet"
"2019-10-16 21:08:16","b'\xef\xbb\xbfTHANK YOU, WORKING HARD! https://t.co/sNUppjB4Xm'","Tweet"
"2019-10-16 19:33:24","b'\xef\xbb\xbfhttps://t.co/O8E3i8kJwS'","Tweet"
"2019-10-16 18:44:06","b'\xef\xbb\xbfGuatemala, Honduras &amp; El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress, the U.S. will shortly be approving targeted assistance in the areas of law enforcement &amp; security.'","Tweet"
"2019-10-16 18:05:43","b'\xef\xbb\xbfSenator Rand Paul just wrote a great book, \xe2\x80\x9cThe Case Against Socialism\xe2\x80\x9d which is now out. Highly recommended \xe2\x80\x93 as America was founded on LIBERTY &amp; INDEPENDENCE \xe2\x80\x93 not government coercion, domination &amp; control. We were born free, and will stay free, as long as I am your President!'","Tweet"
"2019-10-16 11:46:25","b'\xef\xbb\xbfRepublicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers, no questions, no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!'","Tweet"
"2019-10-16 11:29:50","b'\xef\xbb\xbfOur record Economy would CRASH, just like in 1929, if any of those clowns became President!'","Tweet"
"2019-10-16 11:25:52","b'\xef\xbb\xbf95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  &amp; a Governors runoff in Louisiana, which Republicans should now win! Because of Impeachment Fraud, we will easily take back the House, add in the Senate, &amp; again win Pres!'","Tweet"
"2019-10-16 11:14:11","b'\xef\xbb\xbf\xe2\x80\x9cWhat is happening to President Trump with Impeachment is a Constitutional Travesty.\xe2\x80\x9d @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!'","Tweet"
"2019-10-16 11:10:02","b'\xef\xbb\xbfYou would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal &amp; absurd Impeachment of one of the most successful Presidents!'","Tweet"
"2019-10-16 03:22:00","b'\xef\xbb\xbfWe now have the greatest Economy in history! https://t.co/8fLOejOpxH'","Tweet"
"2019-10-16 03:16:57","b'\xef\xbb\xbfA great group of Champions! https://t.co/A2ux83427l'","Tweet"
"2019-10-16 03:15:40","b'\xef\xbb\xbfLooks good to me! https://t.co/3aHn7y3ZxI'","Tweet"
"2019-10-16 03:09:44","b'\xef\xbb\xbfJust out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER, EVER, EVER! How about saying it this way, IN THE HISTORY OF OUR COUNTRY! Also, MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.'","RT"
"2019-10-16 03:09:36","b'\xef\xbb\xbfDemocrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people, most of whom I do not know, they are interviewing for 9 hours each, not selective leaks.'","RT"
"2019-10-16 03:08:40","b'\xef\xbb\xbfAs Hispanic Heritage Month wraps up, please see my interview with \xe2\x81\xa6@LaraLeaTrump\xe2\x81\xa9 about the #TrumpBoom and the benefits for Latino citizens... https://t.co/HH1mimkGCQ'","RT"
"2019-10-16 03:07:30","b'\xef\xbb\xbfGreat new book just released by \xe2\x81\xa6@RandPaul\xe2\x81\xa9. The Case Against Socialism - Rand Paul - Hardcover. Pick up your copy today.   https://t.co/eRmtS29n9r'","RT"
"2019-10-16 02:21:54","b'\xef\xbb\xbf.... It also brings Shifty\xe2\x80\x99s fraudulent MADE UP CALL, which he read to the United States Congress pretending it to be the words of President Trump, which they were not! Nancy Pelosi is involved in this fraud in that she confirmed his fraudulent words on @GMA, and much more!'","Tweet"
"2019-10-16 02:21:54","b'\xef\xbb\xbfShifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can\xe2\x80\x99t testify, &amp; the reason he can\xe2\x80\x99t testify is that he is afraid to do so because his account of the Presidential telephone call is a fraud &amp; totally different from the actual transcribed call...'","Tweet"
"2019-10-15 22:34:18","b'\xef\xbb\xbfhttps://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd'","Tweet"
"2019-10-15 20:05:12","b'\xef\xbb\xbfThe @StLouisBlues amazing comeback reminds us to never give up \xe2\x80\x93 and never lose faith. When you work hard, support each other, believe in yourself, and give it everything you\xe2\x80\x99ve got, victory is always within reach! #STLBlues https://t.co/QeF54kqUak'","Tweet"
"2019-10-15 19:58:53","b'\xef\xbb\xbfCongratulations @StLouisBlues! \nhttps://t.co/WjlWYFuiE6'","Tweet"
"2019-10-15 18:04:56","b'\xef\xbb\xbfNow that we have found out that @CNN is a virtual fraud, rumor has it that Jeff Zucker will be resigining momentarily?'","Tweet"
"2019-10-15 16:41:36","b'\xef\xbb\xbfJoin me in Dallas, Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020\n\nTickets: https://t.co/DBmvgoQSTX https://t.co/cIuZfcj5EI'","Tweet"
"2019-10-15 15:57:15","b'\xef\xbb\xbf....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!'","Tweet"
"2019-10-15 15:57:15","b'\xef\xbb\xbfMississippi, there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee, @TateReeves. Tate is strong on Crime, tough on Illegal Immigration, and will protect your Second Amendment....'","Tweet"
"2019-10-15 15:32:05","b'\xef\xbb\xbfJust out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER, EVER, EVER! How about saying it this way, IN THE HISTORY OF OUR COUNTRY! Also, MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.'","Tweet"
"2019-10-15 15:30:39","b'\xef\xbb\xbfGovernor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border, he Loves our Great Vets and Military. Matt has my Complete and Total Endorsement, and always has!'","Tweet"
"2019-10-15 15:14:09","b'\xef\xbb\xbfHunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33,000 deleted Emails, not recoverable!'","Tweet"
"2019-10-15 13:40:00","b'\xef\xbb\xbfDemocrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people, most of whom I do not know, they are interviewing for 9 hours each, not selective leaks.'","Tweet"
"2019-10-15 00:51:26","b'\xef\xbb\xbf\xe2\x80\x9cProject Veritas-Obtained Undercover Videos Highlight Jeff Zucker\xe2\x80\x99s (@CNN) Campaign To Destroy Trump. Videos Reveal @CNN\xe2\x80\x99s BIAS!\xe2\x80\x9d @TuckerCarlson @FoxNews Does this sound like a good, or even great, lawsuit?'","Tweet"
"2019-10-15 00:21:30","b'\xef\xbb\xbfA big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Biden\xe2\x80\x99s son, Hunter, like why did Ukraine &amp; China pay you millions when you knew nothing? Payoff?'","Tweet"
"2019-10-15 00:17:05","b'\xef\xbb\xbfShifty Schiff now seems to think they don\xe2\x80\x99t need the Whistleblower, who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also, the second Whistleblower is no longer even mentioned!'","Tweet"
"2019-10-14 22:34:04","b'\xef\xbb\xbf""The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation against the President of the United States..."" @MarkLevinShow https://t.co/EkXsaR9GPh'","Tweet"
"2019-10-14 22:19:27","b'\xef\xbb\xbf""It doesn\'t speak for the FULL HOUSE because the FULL HOUSE hasn\'t spoken. The Democrat Party is pushing this Impeachment. This is a Democrat Party Impeachment, as I have been saying, a silent COUP effort."" @MarkLevinShow https://t.co/sA9EgI2yBL'","Tweet"
"2019-10-14 22:16:24","b'\xef\xbb\xbf""The Democrat Party has hijacked the House of Representatives..."" @MarkLevinShow https://t.co/SZhfmhzec2'","Tweet"
"2019-10-14 19:55:09","b'\xef\xbb\xbfStatement from President Donald J. Trump Regarding Turkey\xe2\x80\x99s Actions in Northeast Syria https://t.co/ZCQC7nzmME'","Tweet"
"2019-10-14 19:16:43","b'\xef\xbb\xbf....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And by the way, numbers are way down and the WALL is being built!'","Tweet"
"2019-10-14 19:16:43","b'\xef\xbb\xbfSome people want the United States to protect the 7,000 mile away Border of Syria, presided over by Bashar al-Assad, our enemy. At the same time, Syria and whoever they chose to help, wants naturally to protect the Kurds....'","Tweet"
"2019-10-14 19:10:51","b'\xef\xbb\xbf....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me, whether it is Russia, China, or Napoleon Bonaparte. I hope they all do great, we are 7,000 miles away!'","Tweet"
"2019-10-14 19:10:50","b'\xef\xbb\xbfAfter defeating 100% of the ISIS Caliphate, I largely moved our troops out of Syria. Let Syria and Assad protect the Kurds and fight Turkey for their own land. I said to my Generals, why should we be fighting for Syria....'","Tweet"
"2019-10-14 19:06:17","b""\xef\xbb\xbf....Don't the Europeans have a lot of responsibility?\xe2\x80\x9d @KatiePavlich Thank you Katie, I offered ISIS prisoners to the European countries from where they came, and was rejected on numerous occasions. They probably figured that the U.S. would bear the tremendous cost as always!""","Tweet"
"2019-10-14 19:06:17","b""\xef\xbb\xbf\xe2\x80\x9cTo his credit the Europeans didn't step up to deal with this ISIS problem \xe2\x80\x93 it\xe2\x80\x99s a lot of the reason why we are in this situation today. Now, Angela Merkel of Germany is finally stepping up and telling Turkey to back off....""","Tweet"
"2019-10-14 18:59:04","b'\xef\xbb\xbfGreat new book, ""Resistance (At All Costs): How Trump Haters Are Breaking America"" out by Kimberley Strassel of the Wall Street Journal. Kim has treated us fairly, and for that I am very appreciative. Check it out today, it is great!'","Tweet"
"2019-10-14 18:56:21","b'\xef\xbb\xbf....of the correction which they knew about full well! \xe2\x80\x9cFox News Pollster Braun Research Misrepresented Impeachment Poll: Analysis\xe2\x80\x9d @NYPost'","Tweet"
"2019-10-14 18:56:20","b'\xef\xbb\xbfThe Fox Impeachment poll has turned out to be incorrect. This was announced on Friday. Despite this, the Corrupt New York Times used this poll in one of its stories, no mention....'","Tweet"
"2019-10-14 17:26:24","b'\xef\xbb\xbfAmerica First!'","Tweet"
"2019-10-14 17:25:26","b'\xef\xbb\xbf5G networks could be active in 2 to 3 years: Cisco CEO https://t.co/9lQf2uwwwo @MorningsMaria @FoxBusiness'","RT"
"2019-10-14 16:18:59","b'\xef\xbb\xbfWow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very protective arms around him. Only softball questions of him please!'","Tweet"
"2019-10-14 16:17:54","b'\xef\xbb\xbfhttps://t.co/Q6NhPEz2Qv'","Tweet"
"2019-10-14 14:00:19","b'\xef\xbb\xbfWill be looking into the Scott Hapgood case, and the Island of Anguilla. Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved! @foxandfriends @SteveDucey  @ainsleyearhardt'","Tweet"
"2019-10-14 12:33:39","b'\xef\xbb\xbfVote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!'","Tweet"
"2019-10-14 12:26:13","b'\xef\xbb\xbfhttps://t.co/09bac03RX6'","Tweet"
"2019-10-14 12:13:44","b'\xef\xbb\xbfhttps://t.co/kDd9fzjPAh'","Tweet"
"2019-10-14 12:13:20","b'\xef\xbb\xbfhttps://t.co/cvCBBovvFP'","Tweet"
"2019-10-14 12:06:24","b'\xef\xbb\xbfHappy Columbus Day!'","Tweet"
"2019-10-14 11:40:42","b'\xef\xbb\xbfThe same people who got us into the Middle East mess are the people who most want to stay there!'","Tweet"
"2019-10-14 11:14:09","b'\xef\xbb\xbf....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many came, but they should move quickly. Big sanctions on Turkey coming! Do people really think we should go to war with NATO Member Turkey? Never ending wars will end!'","Tweet"
"2019-10-14 11:14:09","b'\xef\xbb\xbfBrian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have been fighting with each other for 200 years. Europe had a chance to get their ISIS prisoners, but didn\xe2\x80\x99t want the cost. \xe2\x80\x9cLet the USA pay,\xe2\x80\x9d they said...'","Tweet"
"2019-10-14 10:54:24","b'\xef\xbb\xbfFormer Democrat Senator Harry Reid just stated that Donald Trump is very smart, much more popular than people think, is underestimated, and will be hard to beat in the 2020 Election. Thank you Harry, I agree!'","Tweet"
"2019-10-14 10:39:09","b'\xef\xbb\xbf....Democrat\xe2\x80\x99s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation, when I released the exact conversation Transcript, and when Ukrainian President and the Foreign Minister said there was NO PRESSURE, very normal talk! A total Impeachment Scam!'","Tweet"
"2019-10-14 10:39:09","b'\xef\xbb\xbfAdam Schiff now doesn\xe2\x80\x99t seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukraine conversation sooo wrong, not even close. Did Schiff tell him to do that? We must determine the Whistleblower\xe2\x80\x99s identity to determine WHY this was done to the USA..'","Tweet"
"2019-10-14 10:19:31","b'\xef\xbb\xbf\xe2\x80\x9cThe Democrats are trashing this President, &amp; in the process, trashing the U.S. Constitution. Frankly, the American People need to wake up to the reality that the Democrats are so drunk on power that they\xe2\x80\x99re willing to destroy this Constitutional Republic.\xe2\x80\x9d @GrahamLedger @OANN'","Tweet"
"2019-10-14 01:05:57","b'\xef\xbb\xbf\xe2\x80\x9cCongressman Adam Schiff, who when seeing the REAL Ukraine phone call Transcript decided he\xe2\x80\x99d better make up one of his own. \xe2\x80\x98I\xe2\x80\x99m going to say this only SEVEN times, so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT, UNDERSTAND, LOTS OF IT, AND.....'","RT"
"2019-10-14 01:05:53","b'\xef\xbb\xbf.....BY THE WAY, DON\xe2\x80\x99T CALL ME AGAIN, I\xe2\x80\x99LL CALL YOU WHEN YOU\xe2\x80\x99VE DONE WHAT I\xe2\x80\x99VE ASKED.\xe2\x80\x99\xe2\x80\x9d A reminder, that wasn\xe2\x80\x99t just stupid, it was FALSE.\xe2\x80\x9d @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp; the American People. End Witch Hunt!'","RT"
"2019-10-14 00:34:01","b'\xef\xbb\xbf\xe2\x80\x9cSerial killers get more Due Process than the Democrats give to the President of the United States.\xe2\x80\x9d @marklevinshow'","Tweet"
"2019-10-14 00:10:14","b'\xef\xbb\xbfSomebody please explain to Chris Wallace of Fox, who will never be his father (and my friend), Mike Wallace, that the Phone Conversation I had with the President of Ukraine was a congenial &amp; good one. It was only Schiff\xe2\x80\x99s made up version of that conversation that was bad!'","Tweet"
"2019-10-13 23:27:49","b'\xef\xbb\xbfThe U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to, or be allowed in, the United States!'","Tweet"
"2019-10-13 23:09:01","b'\xef\xbb\xbf.@marklevinshow on @FoxNews is doing a big show tonight on the Democrat\xe2\x80\x99s Impeachment Scam. 10:00 P.M. No guests, just Mark. He is angry (like so many others!). At 9:00 P.M. on @FoxNews, Steve Hilton is looking into the Crooked Bidens. Where\xe2\x80\x99s Hunter?'","Tweet"
"2019-10-13 22:16:39","b'\xef\xbb\xbf.....BY THE WAY, DON\xe2\x80\x99T CALL ME AGAIN, I\xe2\x80\x99LL CALL YOU WHEN YOU\xe2\x80\x99VE DONE WHAT I\xe2\x80\x99VE ASKED.\xe2\x80\x99\xe2\x80\x9d A reminder, that wasn\xe2\x80\x99t just stupid, it was FALSE.\xe2\x80\x9d @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp; the American People. End Witch Hunt!'","Tweet"
"2019-10-13 22:16:39","b'\xef\xbb\xbf\xe2\x80\x9cCongressman Adam Schiff, who when seeing the REAL Ukraine phone call Transcript decided he\xe2\x80\x99d better make up one of his own. \xe2\x80\x98I\xe2\x80\x99m going to say this only SEVEN times, so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT, UNDERSTAND, LOTS OF IT, AND.....'","Tweet"
"2019-10-13 21:50:14","b'\xef\xbb\xbfCHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!'","Tweet"
"2019-10-13 21:47:19","b'\xef\xbb\xbf....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal, then head directly into Phase Two. The Phase One Deal can be finalized &amp; signed soon!'","Tweet"
"2019-10-13 21:47:19","b'\xef\xbb\xbfMy deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product, not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects, start preparing....'","Tweet"
"2019-10-13 21:22:42","b'\xef\xbb\xbfThe Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call, a crime. Democrat Senate Seats will also be put at risk, even some that were supposedly safe. Look at Louisiana last night, North Carolina last week!'","Tweet"
"2019-10-13 17:55:41","b'\xef\xbb\xbfHappy Birthday @USNavy! https://t.co/H0lNgAdogV'","Tweet"
"2019-10-13 14:32:37","b'\xef\xbb\xbfWe have become a far greater Economic Power than ever before, and we are using that power for WORLD PEACE!'","Tweet"
"2019-10-13 14:15:55","b'\xef\xbb\xbfWhere\xe2\x80\x99s Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.'","Tweet"
