"URL","Title","Visit Count","Last Accessed Date-Time (GMT)","Duration of Last Accessed (in seconds)"
"https://github.com/","GitHub","1","2019-10-14 11:40:42","0"
"https://github.com/pulls","Pull Requests","1","2019-10-14 11:40:39","0"
"https://www.google.com/","Google","16","2019-10-14 11:40:38","0"
"http://www.google.com/","Google","8","2019-10-14 11:40:37","0"
"https://github.com/breakbrick?tab=stars","Your Stars","2","2019-10-14 11:39:49","0"
"https://github.com/breakbrick?tab=packages","Your Packages","2","2019-10-14 11:39:48","0"
"https://github.com/breakbrick?tab=projects","Your Projects","4","2019-10-14 11:39:46","0"
"https://github.com/breakbrick/beamlight","breakbrick/beamlight","1","2019-10-14 11:38:52","0"
"https://github.com/orgs/github/people","People · GitHub","1","2019-10-14 11:38:41","0"
"https://github.com/sessions/verified-device","GitHub","2","2019-10-14 11:38:35","0"
"https://mail.google.com/mail/u/0/?tab=wm&ogbl#inbox/FMfcgxwDrlVmdrPtBGjCrrxwcXNMrWJF","[GitHub] Please verify your device - guobao03@gmail.com - Gmail","1","2019-10-14 11:38:30","0"
"https://mail.google.com/mail/u/0/?tab=wm&ogbl#inbox","Inbox - guobao03@gmail.com - Gmail","2","2019-10-14 11:38:22","170"
"https://mail.google.com/mail/?tab=wm&ogbl","Gmail","2","2019-10-14 11:38:20","0"
"https://mail.google.com/mail/u/0/?tab=wm&ogbl","Gmail","2","2019-10-14 11:38:20","0"
"https://github.com/session","GitHub · Where software is built","1","2019-10-14 11:38:12","0"
"https://github.com/login?return_to=%2Fgithub","Sign in to GitHub · GitHub","1","2019-10-14 11:38:06","0"
"https://www.google.com/search?q=github&oq=github&aqs=chrome..69i57j0j69i60l4.620j0j1&sourceid=chrome&ie=UTF-8","github - Google Search","3","2019-10-14 11:38:01","20"
"https://webpoolsg20f15.infra.lync.com/Autodiscover/XFrame/XFrame.html#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyIsImtpZCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyJ9.eyJhdWQiOiJodHRwczovL3dlYnBvb2xzZzIwZjE1LmluZnJhLmx5bmMuY29tLyIsImlzcyI6Imh0dHBzOi8vc3RzLndpbmRvd3MubmV0LzY0OTkxZjdmLTQ0ZDYtNGQ4Yy05Y2Q0LTc4NjJlOGNiOTRjNi8iLCJpYXQiOjE1NzEwMjIyODYsIm5iZiI6MTU3MTAyMjI4NiwiZXhwIjoxNTcxMDI2MTg2LCJhY3IiOiIxIiwiYWlvIjoiNDJWZ1lJaU11c3doZCtlMEJwZndCNmVPcDQvN2Y0U2NEZURXclZuMHRQcnA0MGRwbGs4QSIsImFtciI6WyJwd2QiXSwiYXBwaWQiOiJlNDhkNDIxNC0zNjRlLTQ3MzEtYjJiNi00N2RhYmY1MjkyMTgiLCJhcHBpZGFjciI6IjAiLCJmYW1pbHlfbmFtZSI6IlpIVU8iLCJnaXZlbl9uYW1lIjoiWkhVTyBHVU9CQU8iLCJpcGFkZHIiOiIxMDMuNi4xNTAuMTUwIiwibmFtZSI6IlpIVU8gR1VPQkFPIiwib2lkIjoiMzNkNjMxZjYtNDBmYi00ODczLTliZjktZDRmN2EwMzAyNTZmIiwib25wcmVtX3NpZCI6IlMtMS01LTIxLTI4ODMyNDg2NS02MjcwNjU5OS0yOTg3MjcxMjY0LTIyNzc5IiwicHVpZCI6IjEwMDMzRkZGQUJCM0UxRDkiLCJzY3AiOiJ1c2VyX2ltcGVyc29uYXRpb24iLCJzdWIiOiIyc3Ywdi1CemZ6amFiWC1IQ29qVkNOMDd0NEdwVmVHVWY1OE1iOER1OW9FIiwidGlkIjoiNjQ5OTFmN2YtNDRkNi00ZDhjLTljZDQtNzg2MmU4Y2I5NGM2IiwidW5pcXVlX25hbWUiOiIxODAxNzYyQHNpdC5zaW5nYXBvcmV0ZWNoLmVkdS5zZyIsInVwbiI6IjE4MDE3NjJAc2l0LnNpbmdhcG9yZXRlY2guZWR1LnNnIiwidXRpIjoickVnRTluQWRPa3Vpa1hnWXhvT0lBQSIsInZlciI6IjEuMCJ9.RMF9pwabae3TA3I--C5e9yMNwrdkgPttlup6UuxIK9gG8iNAluQyQuMGkT-5_gVGtwAzWydGdb9AFHc89Tr9IN8RYGlWWG2hxfDeJi1jaXd3SBqAua2wjROoHLj74Eoiwflx_-ez2jnN9avU2uoqwwk6KqNQnq44SM_0E5Jk91iYy1eaSSIv40pkesNI9AKhRYzNYsQ6H0TArA2MLWZ14ATcvO0Ohm7iRLxkE162NT9MyQcMiB0DUcJozFOBeeedreEegTpN0GT69XDY8LgUiPk9IzeLzj5goXH1_PIcuSezE9BPTdXjBdWy1XRF6nE9M6SqbwSBKSfVpuPDs9M2mA&token_type=Bearer&expires_in=3600&session_state=f65f91a1-3638-4c6f-8c87-3b4e5724d711","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:45","9"
"https://webpoolsg20f15.infra.lync.com/Autodiscover/XFrame/XFrame.html#","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:45","0"
"https://webshell.suite.office.com/iframe/TokenFactoryIframe#","Mail - ZHUO GUOBAO - Outlook","6","2019-10-14 11:09:45","0"
"https://webshell.suite.office.com/iframe/TokenFactoryIframe?origin=https%3A%2F%2Foutlook.office365.com&shsid=11bf1cc3-f23f-41e2-a5c1-8f4db1e4e33f&apiver=oneshell&cshver=20191007.1","","3","2019-10-14 11:09:45","0"
"https://webshell.suite.office.com/iframe/TokenFactoryIframe#access_token=eyJ0eXAiOiJKV1QiLCJub25jZSI6IktzMFBQdGFfaHBHckM4VVlLWFV3UnQxY01oWTNuNFA0SVNPWE9xOUZkVW8iLCJhbGciOiJSUzI1NiIsIng1dCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyIsImtpZCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyJ9.eyJhdWQiOiJodHRwczovL2dyYXBoLm1pY3Jvc29mdC5jb20iLCJpc3MiOiJodHRwczovL3N0cy53aW5kb3dzLm5ldC82NDk5MWY3Zi00NGQ2LTRkOGMtOWNkNC03ODYyZThjYjk0YzYvIiwiaWF0IjoxNTcxMDIyMjg1LCJuYmYiOjE1NzEwMjIyODUsImV4cCI6MTU3MTAyNjE4NSwiYWNjdCI6MCwiYWNyIjoiMSIsImFpbyI6IkFTUUEyLzhOQUFBQXdQUFRBN0M1dUNnbzN0bGE2VUNhOG41eXNHakR1aW8ySWlRK2loOUM3dTA9IiwiYW1yIjpbInB3ZCJdLCJhcHBfZGlzcGxheW5hbWUiOiJPZmZpY2UzNjUgU2hlbGwgV0NTUy1DbGllbnQiLCJhcHBpZCI6Ijg5YmVlMWY3LTVlNmUtNGQ4YS05ZjNkLWVjZDYwMTI1OWRhNyIsImFwcGlkYWNyIjoiMCIsImZhbWlseV9uYW1lIjoiWkhVTyIsImdpdmVuX25hbWUiOiJaSFVPIEdVT0JBTyIsImlwYWRkciI6IjEwMy42LjE1MC4xNTAiLCJuYW1lIjoiWkhVTyBHVU9CQU8iLCJvaWQiOiIzM2Q2MzFmNi00MGZiLTQ4NzMtOWJmOS1kNGY3YTAzMDI1NmYiLCJvbnByZW1fc2lkIjoiUy0xLTUtMjEtMjg4MzI0ODY1LTYyNzA2NTk5LTI5ODcyNzEyNjQtMjI3NzkiLCJwbGF0ZiI6IjMiLCJwdWlkIjoiMTAwMzNGRkZBQkIzRTFEOSIsInNjcCI6IkZpbGVzLlJlYWRXcml0ZSBNYWlsYm94U2V0dGluZ3MuUmVhZCBNYWlsYm94U2V0dGluZ3MuUmVhZFdyaXRlIFVzZXIuUmVhZFdyaXRlIFVzZXIuUmVhZFdyaXRlLkFsbCIsInNpZ25pbl9zdGF0ZSI6WyJrbXNpIl0sInN1YiI6IkdLNW5mR0UxZXBSdEFfb09iQUp3T0UxeF84V3FZQzB1SkJwNU04QVJLSFkiLCJ0aWQiOiI2NDk5MWY3Zi00NGQ2LTRkOGMtOWNkNC03ODYyZThjYjk0YzYiLCJ1bmlxdWVfbmFtZSI6IjE4MDE3NjJAc2l0LnNpbmdhcG9yZXRlY2guZWR1LnNnIiwidXBuIjoiMTgwMTc2MkBzaXQuc2luZ2Fwb3JldGVjaC5lZHUuc2ciLCJ1dGkiOiJwN3JSbnFDSnkweUhFa3VZWHc1OEFBIiwidmVyIjoiMS4wIiwieG1zX3RjZHQiOjEzNDUxODg5MzV9.Rkr30vhM2Th2MqerXiGbAnfwKgPlDKvdpkT1W_YtuO-63yOxz765sQ9bWuKByCJL3pKNoZc2x2j0UArFHaeE792FlmGiIOsbEIL32vHpjZniNOj9UVg6jZjyfCa-sEyViLNbWcvYVJIqXldzoN4RQMGBhh1T5qKxPQMvx4-VdYyN8jru7tot8d0eGrAEnwOrsKL9LKRP_7JX0NWYALsy869yEwqoBDNTcvU9ClKFnoWG7hoPFP7BwZS9XLpa-xo5sYTpK-csFdedlbq6eBdiGSJBE3mUh3IyS6aaLYniLFzSsroVSe0IJqPaoFNSYjv4IfuYdxA74IxZ90yfLHDylQ&token_type=Bearer&expires_in=3599&state=2fd2f541-a4ec-4be6-a7e0-1e1fd20484e2%7chttps%3a%2f%2fgraph.microsoft.com&session_state=f65f91a1-3638-4c6f-8c87-3b4e5724d711","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:45","19"
"https://webdir0f.online.lync.com/Autodiscover/XFrame/XFrame.html#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyIsImtpZCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyJ9.eyJhdWQiOiJodHRwczovL3dlYmRpcjBmLm9ubGluZS5seW5jLmNvbS8iLCJpc3MiOiJodHRwczovL3N0cy53aW5kb3dzLm5ldC82NDk5MWY3Zi00NGQ2LTRkOGMtOWNkNC03ODYyZThjYjk0YzYvIiwiaWF0IjoxNTcxMDIyMjg1LCJuYmYiOjE1NzEwMjIyODUsImV4cCI6MTU3MTAyNjE4NSwiYWNyIjoiMSIsImFpbyI6IjQyVmdZUEJXWXRUanoySlhxK092U21UTDg1YzVuUnF6ekdxelpMS0xEK1BDYXd5SFd3RT0iLCJhbXIiOlsicHdkIl0sImFwcGlkIjoiZTQ4ZDQyMTQtMzY0ZS00NzMxLWIyYjYtNDdkYWJmNTI5MjE4IiwiYXBwaWRhY3IiOiIwIiwiZmFtaWx5X25hbWUiOiJaSFVPIiwiZ2l2ZW5fbmFtZSI6IlpIVU8gR1VPQkFPIiwiaXBhZGRyIjoiMTAzLjYuMTUwLjE1MCIsIm5hbWUiOiJaSFVPIEdVT0JBTyIsIm9pZCI6IjMzZDYzMWY2LTQwZmItNDg3My05YmY5LWQ0ZjdhMDMwMjU2ZiIsIm9ucHJlbV9zaWQiOiJTLTEtNS0yMS0yODgzMjQ4NjUtNjI3MDY1OTktMjk4NzI3MTI2NC0yMjc3OSIsInB1aWQiOiIxMDAzM0ZGRkFCQjNFMUQ5Iiwic2NwIjoidXNlcl9pbXBlcnNvbmF0aW9uIiwic3ViIjoiMnN2MHYtQnpmemphYlgtSENvalZDTjA3dDRHcFZlR1VmNThNYjhEdTlvRSIsInRpZCI6IjY0OTkxZjdmLTQ0ZDYtNGQ4Yy05Y2Q0LTc4NjJlOGNiOTRjNiIsInVuaXF1ZV9uYW1lIjoiMTgwMTc2MkBzaXQuc2luZ2Fwb3JldGVjaC5lZHUuc2ciLCJ1cG4iOiIxODAxNzYyQHNpdC5zaW5nYXBvcmV0ZWNoLmVkdS5zZyIsInV0aSI6Il95a2NPN0Zsb1VDTkU3VnliemlKQUEiLCJ2ZXIiOiIxLjAifQ.n76Jj6aSBRYiQuvjBrhZ3sOc4IvGvuErX3lsFwiV0WkfANXvCjXwbsRWkmKdgqSpL6RB2MEyUhnNFvX_PqyG2g7TW3CqMJ0MQNvuBAOi5ksgMR6VU0vkeZ5cnWGdEqptmlN0sylA04MXx92qMIa1yMmnbq4d4WKBbY8AlIRotoi95wLttDbzxNvGiCi-yeUxvy-H4thprWhemV66JZ7lO6Kx3mv_aojCeESM9K74vC41X0QeRCc292Resnxzz8XZydQyPrgjEjfBbQJrgk5dHuzwFFVSDPgCmYANpWGl_aOCY4ciXavgmLuzZfHI5mo9fbZI4bowOC4_u2RmZfpfpA&token_type=Bearer&expires_in=3599&session_state=f65f91a1-3638-4c6f-8c87-3b4e5724d711","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:44","245"
"https://webdir0f.online.lync.com/Autodiscover/XFrame/XFrame.html#","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:44","0"
"https://webshell.suite.office.com/iframe/TokenFactoryIframe#access_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyIsImtpZCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyJ9.eyJhdWQiOiJodHRwczovL3dlYnNoZWxsLnN1aXRlLm9mZmljZS5jb20iLCJpc3MiOiJodHRwczovL3N0cy53aW5kb3dzLm5ldC82NDk5MWY3Zi00NGQ2LTRkOGMtOWNkNC03ODYyZThjYjk0YzYvIiwiaWF0IjoxNTcxMDIyMjg1LCJuYmYiOjE1NzEwMjIyODUsImV4cCI6MTU3MTAyNjE4NSwiYWNyIjoiMSIsImFpbyI6IjQyVmdZSmdkNVpDOWRpVzN5Q21QWTRGeDZoSmM4bGErRHdRTXhDMDN2M0JMbDA4UmpBTUEiLCJhbXIiOlsicHdkIl0sImFwcGlkIjoiODliZWUxZjctNWU2ZS00ZDhhLTlmM2QtZWNkNjAxMjU5ZGE3IiwiYXBwaWRhY3IiOiIwIiwiZmFtaWx5X25hbWUiOiJaSFVPIiwiZ2l2ZW5fbmFtZSI6IlpIVU8gR1VPQkFPIiwiaXBhZGRyIjoiMTAzLjYuMTUwLjE1MCIsIm5hbWUiOiJaSFVPIEdVT0JBTyIsIm9pZCI6IjMzZDYzMWY2LTQwZmItNDg3My05YmY5LWQ0ZjdhMDMwMjU2ZiIsIm9ucHJlbV9zaWQiOiJTLTEtNS0yMS0yODgzMjQ4NjUtNjI3MDY1OTktMjk4NzI3MTI2NC0yMjc3OSIsInB1aWQiOiIxMDAzM0ZGRkFCQjNFMUQ5Iiwic2NwIjoidXNlcl9pbXBlcnNvbmF0aW9uIiwic3ViIjoibnJvMmttOG9NSjNUZ3VHcUZ4S1otYmwzT21faTVVekQ4RHA2dUY4VWNCZyIsInRpZCI6IjY0OTkxZjdmLTQ0ZDYtNGQ4Yy05Y2Q0LTc4NjJlOGNiOTRjNiIsInVuaXF1ZV9uYW1lIjoiMTgwMTc2MkBzaXQuc2luZ2Fwb3JldGVjaC5lZHUuc2ciLCJ1cG4iOiIxODAxNzYyQHNpdC5zaW5nYXBvcmV0ZWNoLmVkdS5zZyIsInV0aSI6IktGSjJLdk9oVGtxdEtsTXE3Z3QtQUEiLCJ2ZXIiOiIxLjAifQ.WN-HhfbLaHW6dTpUUBz_XxfE3XWpQ2ZQ_rPOwzspMNFI9Oe3umxMEk4pBiiWRV-aHkB6YmqEeruZP8kj_W4BjLE7Zcx9p1-lecbfGdsAGrk1gZloEHn3rYF9wHC3hw_TIHpu6VZYtWmvMyjs5Zix2lEm2YcSMk4O_JBR_ults6O5TpIoYK-pJizoOk9yp2Tu2dwzhKLJViV3NghnT3tml1cwdUXevAomtKb3K3bHBsVFQ-F0-Lfgo0cVBHG55mlCvkm98jLY8gDHrVmkTfn6V6saA9g5_0JcGRRidEP3jh-3rsAh82Y5UIMu1b__tt1zUWz3_hKdUgAyJYSZcmUZbQ&token_type=Bearer&expires_in=3599&state=85aa2a9c-804c-4f3e-9041-bb14419794cd%7chttps%3a%2f%2fwebshell.suite.office.com&session_state=f65f91a1-3638-4c6f-8c87-3b4e5724d711","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:44","0"
"https://webshell.suite.office.com/iframe/TokenFactoryIframe#id_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyIsImtpZCI6ImFQY3R3X29kdlJPb0VOZzNWb09sSWgydGlFcyJ9.eyJhdWQiOiI4OWJlZTFmNy01ZTZlLTRkOGEtOWYzZC1lY2Q2MDEyNTlkYTciLCJpc3MiOiJodHRwczovL3N0cy53aW5kb3dzLm5ldC82NDk5MWY3Zi00NGQ2LTRkOGMtOWNkNC03ODYyZThjYjk0YzYvIiwiaWF0IjoxNTcxMDIyMjg0LCJuYmYiOjE1NzEwMjIyODQsImV4cCI6MTU3MTAyNjE4NCwiYWlvIjoiQVNRQTIvOE5BQUFBcHlqSUlnSG1obHE0bHFsVDI2WjRLRXdMNDZONnFKZGFHNnYrdklESjFXaz0iLCJhbXIiOlsicHdkIl0sImZhbWlseV9uYW1lIjoiWkhVTyIsImdpdmVuX25hbWUiOiJaSFVPIEdVT0JBTyIsImlwYWRkciI6IjEwMy42LjE1MC4xNTAiLCJuYW1lIjoiWkhVTyBHVU9CQU8iLCJub25jZSI6IjBmOTViZWE2LWQxN2ItNDg5NC05MTEwLTRhMzlmNWE1NGFkZSIsIm9pZCI6IjMzZDYzMWY2LTQwZmItNDg3My05YmY5LWQ0ZjdhMDMwMjU2ZiIsIm9ucHJlbV9zaWQiOiJTLTEtNS0yMS0yODgzMjQ4NjUtNjI3MDY1OTktMjk4NzI3MTI2NC0yMjc3OSIsInB1aWQiOiIxMDAzM0ZGRkFCQjNFMUQ5Iiwic3ViIjoieE5uekt6VnNlTmE2dTNuWl95ZThJOG04YVM1TTUwT1E0YmFYTzEyYXFEZyIsInRpZCI6IjY0OTkxZjdmLTQ0ZDYtNGQ4Yy05Y2Q0LTc4NjJlOGNiOTRjNiIsInVuaXF1ZV9uYW1lIjoiMTgwMTc2MkBzaXQuc2luZ2Fwb3JldGVjaC5lZHUuc2ciLCJ1cG4iOiIxODAxNzYyQHNpdC5zaW5nYXBvcmV0ZWNoLmVkdS5zZyIsInV0aSI6IldDMkM0NGhDZDBPZWNUODYzdVZfQUEiLCJ2ZXIiOiIxLjAifQ.UdaAMajf6G1iI5xaR99vNXIQll054GRgTw4hZBhdSup3Wg9i0zq9pgpl0X7XSUXxkshMtW1uDDnw03YTdlrvmF0VcouA2EYU89XRlcNmQdcwyxt1633QQlibgpjoN-RQ96RR2GOn8xz8wXEv1agNWQo4ObsKK_mMZluz3Acts2IGv0oiFtJjC9m54kvnC24pM6mX52NeP6dmONMyJbXzTrzVT6--bwe7zPK4tSxdMnqqnb_pi9qSvU4QjqFnloBr7RxkgwohyYgTqJ1nQ2M00YJ91HtagVahvxudxV1K2Q-9MkNtnUQzE7n41dmGwq9tsxJz2qjJrOhBk1Q4n5MaOg&state=9edd4a7f-6a0a-491c-8f8d-b089f16f1f18&session_state=f65f91a1-3638-4c6f-8c87-3b4e5724d711","Mail - ZHUO GUOBAO - Outlook","1","2019-10-14 11:09:44","318"
"https://outlook.office365.com/mail/inbox","Mail - ZHUO GUOBAO - Outlook","4","2019-10-14 11:09:39","9"
"https://www.lucidchart.com/documents/edit/045e68d5-4f46-459a-adc8-6fd254939685/0_0?beaconFlowId=67CA5CFFCA03D42F","2203 Assignment Topology: Lucidchart","2","2019-10-14 11:06:54","0"
"https://www.lucidchart.com/documents/edit/045e68d5-4f46-459a-adc8-6fd254939685?beaconFlowId=67CA5CFFCA03D42F#","Blank Diagram: Lucidchart","1","2019-10-14 11:06:53","0"
"https://www.lucidchart.com/documents/editNew/466e7eac-5163-05d7-b7f1-42440a00189f/?beaconFlowId=67CA5CFFCA03D42F","Blank Diagram: Lucidchart","1","2019-10-14 11:06:51","4"
"https://www.lucidchart.com/documents/edit/045e68d5-4f46-459a-adc8-6fd254939685?beaconFlowId=67CA5CFFCA03D42F#?templateid=466e7eac-5163-05d7-b7f1-42440a00189f","Blank Diagram: Lucidchart","1","2019-10-14 11:06:51","2"
"https://www.lucidchart.com/documents#docs?folder_id=home&browser=icon&sort=saved-desc","Documents","2","2019-10-14 11:06:29","0"
"https://xsite.singaporetech.edu.sg/d2l/logout","xSiTe - CLOSE YOUR BROWSER NOW","4","2019-10-13 22:14:07","0"
"https://xsite.singaporetech.edu.sg/d2l/loginh/logout.html","xSiTe - CLOSE YOUR BROWSER NOW","4","2019-10-13 22:14:07","0"
"https://www.turnitin.com/peermark/assignment/84554436/review_set/add_review/distributed?r=92.4499930652772&svr=35&lang=en_us&","","1","2019-10-13 22:12:07","72"
"https://www.turnitin.com/app/peermark/index.asp?force_master=1&lang=en_us&review_id=361213976","","1","2019-10-13 22:12:07","4"
"https://www.turnitin.com/s_class_portfolio.asp?r=47.4623611257876&svr=41&lang=en_us&aid=92487&cid=22644090","Turnitin - Class Portfolio","1","2019-10-13 22:11:59","0"
"https://www.turnitin.com/login_page.asp?lang=en_us","Turnitin","2","2019-10-13 22:11:54","0"
"https://www.turnitin.com/do_login.asp?t=3cdb7f17693bb22f7161adb0b7a3540f&ml=en_us","Turnitin","1","2019-10-13 22:11:54","0"
"https://www.turnitin.com/s_home.asp?login=1&svr=31&lang=en_us&r=73.5806351305637","Turnitin","1","2019-10-13 22:11:54","3"
"http://turnitin.com/","Promote Academic Integrity | Improve Student Outcomes | Turnitin","1","2019-10-13 22:11:37","0"
"https://turnitin.com/","Promote Academic Integrity | Improve Student Outcomes | Turnitin","1","2019-10-13 22:11:37","32"
"https://www.turnitin.com/","Promote Academic Integrity | Improve Student Outcomes | Turnitin","1","2019-10-13 22:11:37","0"
"https://xsite.singaporetech.edu.sg/d2l/le/content/33823/viewContent/251837/View","Peer Review Instructions - turnitin - ICT2902-Career and Professional Development 2 [2019/20 T1]","1","2019-10-13 22:11:29","0"
"https://xsite.singaporetech.edu.sg/d2l/le/content/33823/Home","The Module Assignment - ICT2902-Career and Professional Development 2 [2019/20 T1]","2","2019-10-13 22:11:22","0"
"https://xsite.singaporetech.edu.sg/d2l/awards/23053/#/myAwards","","2","2019-10-13 22:11:17","0"
"https://xsite.singaporetech.edu.sg/d2l/error/403","","2","2019-10-13 22:11:17","0"
"https://xsite.singaporetech.edu.sg/d2l/home/33823","Homepage - ICT2902-Career and Professional Development 2 [2019/20 T1]","2","2019-10-13 22:11:15","0"
"https://xsite.singaporetech.edu.sg/d2l/lp/auth/login/samlLogin.d2l","Homepage - Singapore Institute of Technology","5","2019-10-13 22:11:11","0"
"https://xsite.singaporetech.edu.sg/d2l/home","Homepage - Singapore Institute of Technology","9","2019-10-13 22:11:11","0"
"https://fs.singaporetech.edu.sg/adfs/ls/?SAMLRequest=jdHJasMwEAbge6HvYHS3FjteIuxAaC%2bB9JK0PfRSZHm8gC25Grnk8as0lPbY2yz88DFT7Vc%2fmBN8rIA%2bOjzWBNU8uVv%2fvu0K1ZUb1QmebPIkKUXT5blu0rYAUWwFiV7B4WhNTRLKSXRAXOFg0Cvjw4iLbSx4LNJnXso0k5zTLC2FKJI3Eu0RwfmQfbAG1xncGdznqOHldKzJ4P2CkrELjh4ojqZXi3XgQQ8U2pViz9pkYtPCVPCzyfajYVf58VrRsCPRZZ4M1mR1RlqFI0qjZkDptTzvn44ygOXirLfaTmR3fxdF1Tff%2fSeofvBk90OFpmjLgidxKbSON0q3ocryuCkSlXW8yJVW1IMJp0HauLEfPC5KA9V2%2fqVX7IYIoIr9%2fc3uCw%3d%3d&client-request-id=47954865-b7c2-44d6-a6ae-008001000002","Working...","2","2019-10-13 22:11:10","0"
